Unnamed: 0,sentences,sentences_labels,Subject,Object,relations,labels,filename,relations_id,cleaned_text,Combinations,Combination_spin_text
38,[E1]Kroos[/E1] has decided his contract renewal with [E2]Real Madrid[/E2].,[PERSON]Kroos[/PERSON] has decided his contract renewal with [ORG]Real Madrid[/ORG].,Kroos,Real Madrid,employedBy,"['PERSON', 'ORG']",Admin.txt,2,[E1]Kroos[/E1] has decided his contract renewal with [E2]Real Madrid[/E2].,[E2]Real Madrid[/E2] employed [E1]Kroos[/E1].,[E2]Real Madrid[/E2] employed [E1]Kroos[/E1].
109,[E1]Xabi Alonso[/E1] hired as [E2]Bayer Leverkusen[/E2] head coach keeps going with excellent results in all competitions,[PERSON]Xabi Alonso[/PERSON] hired as [ORG]Bayer Leverkusen[/ORG] head coach keeps going with excellent results in all competitions,Xabi Alonso,Bayer Leverkusen,employedBy,"['PERSON', 'ORG']",Admin.txt,2,[E1]Xabi Alonso[/E1] hired as [E2]Bayer Leverkusen[/E2] head coach keeps going with excellent results in all competitions.,[E2]Bayer Leverkusen[/E2] employed [E1]Xabi Alonso[/E1] head coach keeps going with excellent results in all competitions.,[E2]Bayer Leverkusen[/E2] employed [E1]Xabi Alonso[/E1] head coach keeps going with excellent results in all competitions.
29,[E1]Angel's[/E1] contract with [E2]Benfica[/E2] is set to expire in Jun 2024.,[PERSON]Angel's[/PERSON] contract with [ORG]Benfica[/ORG] is set to expire in Jun 2024.,Angel's,Benfica,employedBy,"['PERSON', 'ORG']",Admin.txt,2,[E1]Angel's[/E1] contract with [E2]Benfica[/E2] is set to expire in Jun 2024.,[E1]Angel's[/E1] contract with [E2]Benfica[/E2] is set to expire in Jun 2024.,[E1]Angel's[/E1] contract with [E2]Benfica[/E2] is set to expire in Jun 2024.
46,"Five games, five goals for [E1]JoÃÂ£o Pedro[/E1] on his first season with [E2]Brighton[/E2].","Five games, five goals for [PERSON]JoÃÂ£o Pedro[/PERSON] on his first season with [ORG]Brighton[/ORG].",JoÃÂ£o Pedro,Brighton,employedBy,"['PERSON', 'ORG']",Admin.txt,2,"Five games, five goals for [E1]JoÃÂ£o Pedro[/E1] on his first season with [E2]Brighton[/E2].","Five games, five goals for [E1]JoÃÂ£o Pedro[/E1] on his first season with [E2]Brighton[/E2].","Five games, five goals for [E1]JoÃÂ£o Pedro[/E1] on his first season with [E2]Brighton[/E2]."
224,[E1]Amit Fulay[/E1] joined [E2]Microsoft's[/E2] Vice President of Product in September 2021.,[PERSON]Amit Fulay[/PERSON] joined [ORG]Microsoft's[/ORG] Vice President of Product in September 2021.,Amit Fulay,Microsoft's,employedBy,"['PERSON', 'ORG']",Admin.txt,2,[E1]Amit Fulay[/E1] joined [E2]Microsoft's[/E2] Vice President of Product in September 2021.,[E1]Amit Fulay[/E1] joined [E2]Microsoft's[/E2] Vice President of Product in September 2021.,[E1]Amit Fulay[/E1] joined [E2]Microsoft's[/E2] Vice President of Product in September 2021.
7,[E1]Mohamed IhattarenÃ¢ÂÂs[/E1] contract at [E2]Slavia Prague[/E2] will be valid until 2024 as he signs on free transfer.,[PERSON]Mohamed IhattarenÃ¢ÂÂs[/PERSON] contract at [ORG]Slavia Prague[/ORG] will be valid until 2024 as he signs on free transfer.,Mohamed IhattarenÃ¢ÂÂs,Slavia Prague,employedBy,"['PERSON', 'ORG']",Admin.txt,2,[E1]Mohamed IhattarenÃ¢ÂÂs[/E1] contract at [E2]Slavia Prague[/E2] will be valid until 2024 as he signs on free transfer.,[E1]Mohamed IhattarenÃ¢ÂÂs[/E1] contract at [E2]Slavia Prague[/E2] will be valid until 2024 as he signs on free transfer.,[E1]Mohamed IhattarenÃ¢ÂÂs[/E1] contract at [E2]Slavia Prague[/E2] will constitute valid until 2024.
65,[E1]Eon-young[/E1] has signed a contract with Team [E2]Liquid Honda[/E2] lasting through the 2025 season.,[PERSON]Eon-young[/PERSON] has signed a contract with Team [ORG]Liquid Honda[/ORG] lasting through the 2025 season.,Eon-young,Liquid Honda,employedBy,"['PERSON', 'ORG']",Admin.txt,2,[E1]Eon-young[/E1] has signed a contract with Team [E2]Liquid Honda[/E2] lasting through the 2025 season.,[E1]Eon-young[/E1] has signed a contract with Team [E2]Liquid Honda[/E2] lasting through the 2025 season.,[E1]Eon-young[/E1] has signed a contract with Team [E2]Liquid Honda[/E2] lasting through the 2025 season.
148,[E2]Newcastle[/E2] have completed the deal to sign [E1]Lewis Hall[/E1] for 50 million.,[ORG]Newcastle[/ORG] have completed the deal to sig[PERSON]n Lewis Ha[/PERSON]ll for 50 million.,Lewis Hall,Newcastle,employedBy,"['PERSON', 'ORG']",Admin.txt,2,[E2]Newcastle[/E2] have completed the deal to sign [E1]Lewis Hall[/E1] for 50 million.,[E1]Lewis Hall[/E1]employed[E2]Newcastle[/E2] for 50 million.,[E1]Lewis Hall[/E1]employed[E2]Newcastle[/E2] for 50 million.
226,[E1]Amit Fulay[/E1] joined [E2]Microsoft's[/E2] Vice President of Product in September 2021.,[PERSON]Amit Fulay[/PERSON] joined [ORG]Microsoft's[/ORG] Vice President of Product in September 2021.,Amit Fulay,Microsoft's,employedBy,"['PERSON', 'ORG']",Admin.txt,2,[E1]Amit Fulay[/E1] joined [E2]Microsoft's[/E2] Vice President of Product in September 2021.,[E2]Microsoft's[/E2] employed [E1]Amit Fulay[/E1] Vice President of Product in September 2021.,[E2]Microsoft[/E2] hire [E1]Amit Fulay[/E1] Vice president of Product in September 2021 .
0,[E2]Manchester United [/E2]employeed [E1]Kobbie Mainoo[/E1] has included a clause into his contract.,[ORG]Manchester United [/ORG]employee[PERSON]d Kobbie Main[/PERSON]oo has included a clause into his contract.,Kobbie Mainoo,Manchester United ,employedBy,"['PERSON', 'ORG']",Admin.txt,2,[E2]Manchester United [/E2]employeed [E1]Kobbie Mainoo[/E1] has included a clause into his contract.,[E2]Manchester United [/E2]employeed [E1]Kobbie Mainoo[/E1] has included a clause into his contract.,[E2]Manchester United [/E2]employeed [E1]Kobbie Mainoo[/E1] has included a clause into his contract.
120,[E1]Armando Broja[/E1] joining [E2]Puma[/E2] from Nike in lucrative long-term deal.,[PERSON]Armando Broja[/PERSON] joining [ORG]Puma[/ORG] from Nike in lucrative long-term deal.,Armando Broja,Puma,employedBy,"['PERSON', 'ORG']",Admin.txt,2,[E1]Armando Broja[/E1] joining [E2]Puma[/E2] from Nike in lucrative long-term deal.,[E2]Puma[/E2] employed [E1]Armando Broja[/E1] from Nike in lucrative long-term deal.,[E2]Puma[/E2] employed [E1]Armando Broja[/E1] from Nike in lucrative long-term deal.
173,[E1]Abdul Fatawu Issahaku[/E1] signs with football biggest sports brand [E2]Nike[/E2].,[PERSON]Abdul Fatawu Issahaku[/PERSON] signs with football biggest sports brand [ORG]Nike[/ORG].,Abdul Fatawu Issahaku,Nike,employedBy,"['PERSON', 'ORG']",Admin.txt,2,[E1]Abdul Fatawu Issahaku[/E1] signs with football biggest sports brand [E2]Nike[/E2].,[E1]Abdul Fatawu Issahaku[/E1] signs with football biggest sports brand [E2]Nike[/E2].,[E1]Abdul Fatawu Issahaku[/E1] signs with football biggest sports brand [E2]Nike[/E2].
77,[E1]Cathy[/E1] was a team liaison employed by the [E2]organization[/E2].,[PERSON]Cathy[/PERSON] was a team liaison employed by the [ORG]organization[/ORG].,Cathy,organization,employedBy,"['PERSON', 'ORG']",Admin.txt,2,[E1]Cathy[/E1] was a team liaison employed by the [E2]organization[/E2].,[E1]Cathy[/E1] was a team liaison employed by the [E2]organization[/E2].,[E1]Cathy[/E1] was a team liaison employed by the [E2]organization[/E2].
57,[E1]Medhi Benatia[/E1] is the new sports advisor at[E2] Olympique Marseille[/E2].,[PERSON]Medhi Benatia[/PERSON] is the new sports advisor at[ORG] Olympique Marseille[/ORG].,Medhi Benatia, Olympique Marseille,employedBy,"['PERSON', 'ORG']",Admin.txt,2,[E1]Medhi Benatia[/E1] is the new sports advisor at[E2] Olympique Marseille[/E2].,[E2] Olympique Marseille[/E2] employed [E1]Medhi Benatia[/E1].,[E2] Olympique Marseille[/E2] utilise [E1]Medhi Benatia[/E1] .
69,ItÃ¢ÂÂs official [E1]Nick[/E1] has signed a contract with [E2]Detroit Tigers[/E2] as head athletic trainer for the rookie team.,ItÃ¢ÂÂs official [PERSON]Nick[/PERSON] has signed a contract with [ORG]Detroit Tigers[/ORG] as head athletic trainer for the rookie team.,Nick,Detroit Tigers,employedBy,"['PERSON', 'ORG']",Admin.txt,2,ItÃ¢ÂÂs official [E1]Nick[/E1] has signed a contract with [E2]Detroit Tigers[/E2] as head athletic trainer for the rookie team.,ItÃ¢ÂÂs official [E2]Detroit Tigers[/E2] employed [E1]Nick[/E1] as head athletic trainer for the rookie team.,ItÃ¢ÂÂs official [E2]Detroit Tigers[/E2] employed [E1]Nick[/E1] as head athletic trainer for the rookie team.
49,[E1]Rafinha[/E1] will be out of contract in June at [E2]Al Arabi SC[/E2].,[PERSON]Rafinha[/PERSON] will be out of contract in June at [ORG]Al Arabi SC[/ORG].,Rafinha,Al Arabi SC,employedBy,"['PERSON', 'ORG']",Admin.txt,2,[E1]Rafinha[/E1] will be out of contract in June at [E2]Al Arabi SC[/E2].,[E1]Rafinha[/E1] will be out of contract in June at [E2]Al Arabi SC[/E2].,[E1]Rafinha[/E1] will be out of contract in June at [E2]Al Arabi SC[/E2].
62,[E1]Andrey Santoswill[/E1] sign with [E2]Chelsea[/E2] in January.,[PERSON]Andrey Santoswill[/PERSON] sign with [ORG]Chelsea[/ORG] in January.,Andrey Santoswill,Chelsea,employedBy,"['PERSON', 'ORG']",Admin.txt,2,[E1]Andrey Santoswill[/E1] sign with [E2]Chelsea[/E2] in January.,[E2]Chelsea[/E2] employed [E1]Andrey Santoswill[/E1] in January.,[E2]Chelsea[/E2] use [E1]Andrey Santoswill[/E1] in January .
121,[E1]Armando Broja[/E1] joining [E2]Puma[/E2] from Nike in lucrative long-term deal.,[PERSON]Armando Broja[/PERSON] joining [ORG]Puma[/ORG] from Nike in lucrative long-term deal.,Armando Broja,Puma,employedBy,"['PERSON', 'ORG']",Admin.txt,2,[E1]Armando Broja[/E1] joining [E2]Puma[/E2] from Nike in lucrative long-term deal.,[E2]Puma[/E2] employed [E1]Armando Broja[/E1] from Nike in lucrative long-term deal.,[E2]Puma[/E2] entice [E1]Armando Broja[/E1] from Nike in lucrative long-term deal .
18,[E1]Ben White[/E1] employed by [E2]Arsenal[/E2] is in new contract extension talks.,[PERSON]Ben White[/PERSON] employed by [ORG]Arsenal[/ORG] is in new contract extension talks.,Ben White,Arsenal,employedBy,"['PERSON', 'ORG']",Admin.txt,2,[E1]Ben White[/E1] employed by [E2]Arsenal[/E2] is in new contract extension talks.,[E2]Arsenal[/E2] employed [E1]Ben White[/E1] is in new contract extension talks.,[E2]Arsenal[/E2] employed [E1]Ben White[/E1] is in new contract extension talks.
2,[E1]Luis Suarez [/E1]was signed a contract with[E2] Inter Miami[/E2] on free.,[PERSON]Luis Suarez [/PERSON]was signed a contract with[ORG] Inter Miami[/ORG] on free.,Luis Suarez , Inter Miami,employedBy,"['PERSON', 'ORG']",Admin.txt,2,[E1]Luis Suarez [/E1]was signed a contract with[E2] Inter Miami[/E2] on free.,[E1]Luis Suarez [/E1]was signed a contract with[E2] Inter Miami[/E2] on free.,[E1]Luis Suarez [/E1]was signed a contract with[E2] Inter Miami[/E2] on free.
5,[E1]Inaki PeÃÂ±a[/E1] recently signed new deal with [E2]FC Barcelona[/E2] until June 2026.,[PERSON]Inaki PeÃÂ±a[/PERSON] recently signed new deal with [ORG]FC Barcelona[/ORG] until June 2026.,Inaki PeÃÂ±a,FC Barcelona,employedBy,"['PERSON', 'ORG']",Admin.txt,2,[E1]Inaki PeÃÂ±a[/E1] recently signed new deal with [E2]FC Barcelona[/E2] until June 2026.,[E2]FC Barcelona[/E2] employed [E1]Inaki PeÃÂ±a[/E1] until June 2026.,[E2]FC Barcelona[/E2] employed [E1]Inaki PeÃÂ±a[/E1] until June 2026.
47,[E1]RomÃÂ©o Lavia[/E1] the [E2]Brighton[/E2] player was involved in training ahead of game.,[PERSON]RomÃÂ©o Lavia[/PERSON] the [ORG]Brighton[/ORG] player was involved in training ahead of game.,RomÃÂ©o Lavia,Brighton,employedBy,"['PERSON', 'ORG']",Admin.txt,2,[E1]RomÃÂ©o Lavia[/E1] the [E2]Brighton[/E2] player was involved in training ahead of game.,[E1]RomÃÂ©o Lavia[/E1] the [E2]Brighton[/E2] player was involved in training ahead of game.,[E1]RomÃÂ©o Lavia[/E1] the [E2]Brighton[/E2] player was involved in training ahead of game.
206,[E1]Ben Chilwell[/E1] set to remain a [E2]Chelsea[/E2] employee and sign new 4yr contract.,[PERSON]Ben Chilwell[/PERSON] set to remain a [ORG]Chelsea[/ORG] employee and sign new 4yr contract.,Ben Chilwell,Chelsea,employedBy,"['PERSON', 'ORG']",Admin.txt,2,[E1]Ben Chilwell[/E1] set to remain a [E2]Chelsea[/E2] employee and sign new 4yr contract.,[E2]Chelsea[/E2] employed [E1]Ben Chilwell[/E1] employee and sign new 4yr contract.,[E2]Chelsea[/E2] employed [E1]Ben Chilwell[/E1] employee and sign new 4yr contract.
181,NFL Pro Bowler [E1]Chase Young[/E1] has signed with [E2]New Balance[/E2] becoming the brandÃ¢ÂÂs 1st American Football athlete.,NFL Pro Bowler [PERSON]Chase Young[/PERSON] has signed with [ORG]New Balance[/ORG] becoming the brandÃ¢ÂÂs 1st American Football athlete.,Chase Young,New Balance,employedBy,"['PERSON', 'ORG']",Admin.txt,2,NFL Pro Bowler [E1]Chase Young[/E1] has signed with [E2]New Balance[/E2] becoming the brandÃ¢ÂÂs 1st American Football athlete.,NFL Pro Bowler [E1]Chase Young[/E1] has signed with [E2]New Balance[/E2] becoming the brandÃ¢ÂÂs 1st American Football athlete.,NFL Pro Bowler [E1]Chase Young[/E1] has signed with [E2]New Balance[/E2] becoming the brandÃ¢ÂÂs 1st American Football athlete.
85,"On November 26, 2022, [E1]Matt Rhule[/E1] signed an eight-year, $74-million contract to become the new head coach of the [E2]University of Nebraska[/E2] football team.","On November 26, 2022, [PERSON]Matt Rhule[/PERSON] signed an eight-year, $74-million contract to become the new head coach of the [ORG]University of Nebraska[/ORG] football team.",Matt Rhule,University of Nebraska,employedBy,"['PERSON', 'ORG']",Admin.txt,2,"On November 26, 2022, [E1]Matt Rhule[/E1] signed an eight-year, $74-million contract to become the new head coach of the [E2]University of Nebraska[/E2] football team.","On November 26, 2022, [E1]Matt Rhule[/E1] signed an eight-year, $74-million contract to become the new head coach of the [E2]University of Nebraska[/E2] football team.","On November 26, 2022, [E1]Matt Rhule[/E1] signed an eight-year, $74-million contract to become the new head coach of the [E2]University of Nebraska[/E2] football team."
80,[E1]Embiid[/E1] signed a contract extension because he's so good he could carry [E2]Nets[/E2].,[PERSON]Embiid[/PERSON] signed a contract extension because he's so good he could carry [ORG]Nets[/ORG].,Embiid,Nets,employedBy,"['PERSON', 'ORG']",Admin.txt,2,[E1]Embiid[/E1] signed a contract extension because he's so good he could carry [E2]Nets[/E2].,[E1]Embiid[/E1] signed a contract extension because he's so good he could carry [E2]Nets[/E2].,[E1]Embiid[/E1] signed a contract extension because he 's so effective he could carry [E2]Nets[/E2] .
24,[E1]Gianluca Prestianni[/E1] has signed a contract with [E2]Benfica[/E2] for 8 million euros.,[PERSON]Gianluca Prestianni[/PERSON] has signed a contract with [ORG]Benfica[/ORG] for 8 million euros.,Gianluca Prestianni,Benfica,employedBy,"['PERSON', 'ORG']",Admin.txt,2,[E1]Gianluca Prestianni[/E1] has signed a contract with [E2]Benfica[/E2] for 8 million euros.,[E2]Benfica[/E2] employed [E1]Gianluca Prestianni[/E1] for 8 million euros.,[E2]Benfica[/E2] employed [E1]Gianluca Prestianni[/E1] for 8 million euros.
40,[E1]Paolo Maldini[/E1] has signed with [E2]Al Ittihad[/E2]  as new director.,[PERSON]Paolo Maldini[/PERSON] has signed with [ORG]Al Ittihad[/ORG]  as new director.,Paolo Maldini,Al Ittihad,employedBy,"['PERSON', 'ORG']",Admin.txt,2,[E1]Paolo Maldini[/E1] has signed with [E2]Al Ittihad[/E2]  as new director.,[E1]Paolo Maldini[/E1] has signed with [E2]Al Ittihad[/E2]  as new director.,[E1]Paolo Maldini[/E1] have contract with [E2]Al Ittihad[/E2] as new director .
115,"[E1]Giuseppe Marotta[/E1], [E2]Inter's[/E2] CEO  has signed new deal until June 2027, done and sealed.","[PERSON]Giuseppe Marotta[/PERSON], [ORG]Inter's[/ORG] CEO  has signed new deal until June 2027, done and sealed.",Giuseppe Marotta,Inter's,employedBy,"['PERSON', 'ORG']",Admin.txt,2,"[E1]Giuseppe Marotta[/E1], [E2]Inter's[/E2] CEO  has signed new deal until June 2027, done and sealed.","[E2]Inter's[/E2] employed [E1]Giuseppe Marotta[/E1] CEO  has signed new deal until June 2027, done and sealed.","[E2]Inter's[/E2] employed [E1]Giuseppe Marotta[/E1] CEO get sign new deal until June 2027 , done and sealed ."
112,After tonightÃ¢ÂÂs brace [E1]Cristiano Ronaldo[/E1] has scored the most first division goals in football history with his current team [E2]AL Nassr[/E2],After tonightÃ¢ÂÂs brace [PERSON]Cristiano Ronaldo[/PERSON] has scored the most first division goals in football history with his current team [ORG]AL Nassr[/ORG],Cristiano Ronaldo,AL Nassr,employedBy,"['PERSON', 'ORG']",Admin.txt,2,After tonightÃ¢ÂÂs brace [E1]Cristiano Ronaldo[/E1] has scored the most first division goals in football history with his current team [E2]AL Nassr[/E2].,After tonightÃ¢ÂÂs brace [E2]AL Nassr[/E2] employed [E1]Cristiano Ronaldo[/E1].,afterwards tonightÃ¢ÂÂs brace [E2]AL Nassr[/E2] hire [E1]Cristiano Ronaldo[/E1] .
176,[E1]Tomiyasu[/E1] ends his partnership with Nike to sign for [E2]ASICS[/E2].,[PERSON]Tomiyasu[/PERSON] ends his partnership with Nike to sign for [ORG]ASICS[/ORG].,Tomiyasu,ASICS,employedBy,"['PERSON', 'ORG']",Admin.txt,2,[E1]Tomiyasu[/E1] ends his partnership with Nike to sign for [E2]ASICS[/E2].,[E1]Tomiyasu[/E1] ends his partnership with Nike to sign for [E2]ASICS[/E2].,[E1]Tomiyasu[/E1] ends his partnership with Nike to contract for [E2]ASICS[/E2] .
83,[E1]Marcus Rashford[/E1] after he signed a new contract with [E2]Manchester United[/E2] he changed or what but we need to be honest about his performance even on the national team it horrible,[PERSON]Marcus Rashford[/PERSON] after he signed a new contract with [ORG]Manchester United[/ORG] he changed or what but we need to be honest about his performance even on the national team it horrible,Marcus Rashford,Manchester United,employedBy,"['PERSON', 'ORG']",Admin.txt,2,[E1]Marcus Rashford[/E1] after he signed a new contract with [E2]Manchester United[/E2] he changed or what but we need to be honest about his performance even on the national team it horrible.,[E1]Marcus Rashford[/E1] after he signed a new contract with [E2]Manchester United[/E2] he changed or what but we need to be honest about his performance even on the national team it horrible.,[E1]Marcus Rashford[/E1] afterwards he sign new contract with [E2]Manchester United[/E2] he changed or what merely we need to be honest roughly his performance even on the home team it horrible .
213,[E1]David Wagner[/E1] in UK for his appointment as [E2]Norwich City[/E2] medical chief of staff.,[PERSON]David Wagner[/PERSON] in UK for his appointment as [ORG]Norwich City[/ORG] medical chief of staff.,David Wagner,Norwich City,employedBy,"['PERSON', 'ORG']",Admin.txt,2,[E1]David Wagner[/E1] in UK for his appointment as [E2]Norwich City[/E2] medical chief of staff.,[E2]Norwich City[/E2] employed [E1]David Wagner[/E1] medical chief of staff.,[E2]Norwich City[/E2] engage [E1]David Wagner[/E1] as checkup principal of staff .
16,[E1]Florian Witrz[/E1] will obey his contract with [E2]Bayer Leverkusen[/E2] for a foreseeable future.,[PERSON]Florian Witrz[/PERSON] will obey his contract with [ORG]Bayer Leverkusen[/ORG] for a foreseeable future.,Florian Witrz,Bayer Leverkusen,employedBy,"['PERSON', 'ORG']",Admin.txt,2,[E1]Florian Witrz[/E1] will obey his contract with [E2]Bayer Leverkusen[/E2] for a foreseeable future.,[E2]Bayer Leverkusen[/E2] employed [E1]Florian Witrz[/E1] for a foreseeable future.,[E2]Bayer Leverkusen[/E2] employed [E1]Florian Witrz[/E1] for a foreseeable future.
71,17-year-old Celtic B left-back [E1]Mitchel Frame[/E1] has recently signed new contract with [E2]Celtic[/E2].,17-year-old Celtic B left-back [PERSON]Mitchel Frame[/PERSON] has recently signed new contract with [ORG]Celtic[/ORG].,Mitchel Frame,Celtic,employedBy,"['PERSON', 'ORG']",Admin.txt,2,17-year-old Celtic B left-back [E1]Mitchel Frame[/E1] has recently signed new contract with [E2]Celtic[/E2].,17-year-old Celtic B left-back [E1]Mitchel Frame[/E1] has recently signed new contract with [E2]Celtic[/E2].,17-year-old Celtic B left-back [E1]Mitchel Frame[/E1] has recently signed fresh contract with [E2]Celtic[/E2] .
174,[E1]Abdul Fatawu Issahaku[/E1] signs with football biggest sports brand [E2]Nike[/E2].,[PERSON]Abdul Fatawu Issahaku[/PERSON] signs with football biggest sports brand [ORG]Nike[/ORG].,Abdul Fatawu Issahaku,Nike,employedBy,"['PERSON', 'ORG']",Admin.txt,2,[E1]Abdul Fatawu Issahaku[/E1] signs with football biggest sports brand [E2]Nike[/E2].,[E2]Nike[/E2] employed [E1]Abdul Fatawu Issahaku[/E1].,[E2]Nike[/E2] employed [E1]Abdul Fatawu Issahaku[/E1].
84,[E1]Marcus Rashford[/E1] after he signed a new contract with [E2]Manchester United[/E2] he changed or what but we need to be honest about his performance even on the national team it horrible,[PERSON]Marcus Rashford[/PERSON] after he signed a new contract with [ORG]Manchester United[/ORG] he changed or what but we need to be honest about his performance even on the national team it horrible,Marcus Rashford,Manchester United,employedBy,"['PERSON', 'ORG']",Admin.txt,2,[E1]Marcus Rashford[/E1] after he signed a new contract with [E2]Manchester United[/E2] he changed or what but we need to be honest about his performance even on the national team it horrible.,[E2]Manchester United[/E2] employed [E1]Marcus Rashford[/E1] he changed or what but we need to be honest about his performance even on the national team it horrible.,[E2]Manchester United[/E2] employed [E1]Marcus Rashford[/E1] he changed or what but we need to be honest about his performance even on the national team it horrible.
167,[E1]Nick Powell[/E1] signed for [E2]Man Utd[/E2] under Ferguson as 18yo Ã¢ÂÂwonderkidÃ¢ÂÂ.,[PERSON]Nick Powell[/PERSON] signed for [ORG]Man Utd[/ORG] under Ferguson as 18yo Ã¢ÂÂwonderkidÃ¢ÂÂ.,Nick Powell,Man Utd,employedBy,"['PERSON', 'ORG']",Admin.txt,2,[E1]Nick Powell[/E1] signed for [E2]Man Utd[/E2] under Ferguson as 18yo Ã¢ÂÂwonderkidÃ¢ÂÂ.,[E2]Man Utd[/E2] employed [E1]Nick Powell[/E1] under Ferguson as 18yo Ã¢ÂÂwonderkidÃ¢ÂÂ.,[E2]Man Utd[/E2] employ [E1]Nick Powell[/E1] under Ferguson as 18yo Ã¢ÂÂwonderkidÃ¢ÂÂ .
72,"Today, [E1]SuÃÂiÃÂ[/E1] signed a new contract at [E2]Dinamo Zagreb[/E2]. Will definitely get a more important role in the team.","Today, [PERSON]SuÃÂiÃÂ[/PERSON] signed a new contract at [ORG]Dinamo Zagreb[/ORG]. Will definitely get a more important role in the team.",SuÃÂiÃÂ,Dinamo Zagreb,employedBy,"['PERSON', 'ORG']",Admin.txt,2,"Today, [E1]SuÃÂiÃÂ[/E1] signed a new contract at [E2]Dinamo Zagreb[/E2].","Today, [E1]SuÃÂiÃÂ[/E1] signed a new contract at [E2]Dinamo Zagreb[/E2].","Today, [E1]SuÃÂiÃÂ[/E1] signed a new contract at [E2]Dinamo Zagreb[/E2]."
229,"[E1]Jeff Clune[/E1] has recently joined [E2]OpenAI[/E2], one if the best AI minds.","[PERSON]Jeff Clune[/PERSON] has recently joined [ORG]OpenAI[/ORG], one of the best AI minds.",Jeff Clune,OpenAI,employedBy,"['PERSON', 'ORG']",Admin.txt,2,"[E1]Jeff Clune[/E1] has recently joined [E2]OpenAI[/E2], one if the best AI minds.","[E1]Jeff Clune[/E1] has recently joined [E2]OpenAI[/E2], one if the best AI minds.","[E1]Jeff Clune[/E1] has recently joined [E2]OpenAI[/E2], one if the best AI minds."
110,After tonightÃ¢ÂÂs brace [E1]Cristiano Ronaldo[/E1] has scored the most first division goals in football history with his current team [E2]AL Nassr[/E2],After tonightÃ¢ÂÂs brace [PERSON]Cristiano Ronaldo[/PERSON] has scored the most first division goals in football history with his current team [ORG]AL Nassr[/ORG],Cristiano Ronaldo,AL Nassr,employedBy,"['PERSON', 'ORG']",Admin.txt,2,After tonightÃ¢ÂÂs brace [E1]Cristiano Ronaldo[/E1] has scored the most first division goals in football history with his current team [E2]AL Nassr[/E2].,After tonightÃ¢ÂÂs brace [E1]Cristiano Ronaldo[/E1] has scored the most first division goals in football history with his current team [E2]AL Nassr[/E2].,After tonightÃ¢ÂÂs brace [E1]Cristiano Ronaldo[/E1] has scored the most first division goals in football history with his current team [E2]AL Nassr[/E2].
101,[E1]Manuel Neuer[/E1] and Sven Ulreich have extended their contracts at [E2]FC Bayern[/E2] until June 2025.,[PERSON]Manuel Neuer[/PERSON] and Sven Ulreich have extended their contracts at [ORG]FC Bayern[/ORG] until June 2025.,Manuel Neuer,FC Bayern,employedBy,"['PERSON', 'ORG']",Admin.txt,2,[E1]Manuel Neuer[/E1] and Sven Ulreich have extended their contracts at [E2]FC Bayern[/E2] until June 2025.,[E1]Manuel Neuer[/E1] and Sven Ulreich have extended their contracts at [E2]FC Bayern[/E2] until June 2025.,[E1]Manuel Neuer[/E1] and Sven Ulreich have extended their contracts at [E2]FC Bayern[/E2] until June 2025.
95,"[E1]Rodgers[/E1] signed a contract, making him an employee of an [E2]NFL team[/E2].","[PERSON]Rodgers[/PERSON] signed a contract, making him an employee of an [ORG]NFL team[/ORG].",Rodgers,NFL team,employedBy,"['PERSON', 'ORG']",Admin.txt,2,"[E1]Rodgers[/E1] signed a contract, making him an employee of an [E2]NFL team[/E2].",[E2]NFL team[/E2] employed [E1]Rodgers[/E1].,[E2]NFL team[/E2] employed [E1]Rodgers[/E1].
172,[E1]William Saliba[/E1] today signed new 4yr contract at [E2]Arsenal[/E2].,[PERSON]William Saliba[/PERSON] today signed new 4yr contract at [ORG]Arsenal[/ORG].,William Saliba,Arsenal,employedBy,"['PERSON', 'ORG']",Admin.txt,2,[E1]William Saliba[/E1] today signed new 4yr contract at [E2]Arsenal[/E2].,[E2]Arsenal[/E2] employed [E1]William Saliba[/E1].,[E2]Arsenal[/E2] employed [E1]William Saliba[/E1].
116,[E1]Leon Goretzka[/E1] currently hired by [E2]FC Bayern[/E2] has his contract due to expire in 2026.,[PERSON]Leon Goretzka[/PERSON] currently hired by [ORG]FC Bayern[/ORG] has his contract due to expire in 2026.,Leon Goretzka,FC Bayern,employedBy,"['PERSON', 'ORG']",Admin.txt,2,[E1]Leon Goretzka[/E1] currently hired by [E2]FC Bayern[/E2] has his contract due to expire in 2026.,[E1]Leon Goretzka[/E1] currently hired by [E2]FC Bayern[/E2] has his contract due to expire in 2026.,[E1]Leon Goretzka[/E1] currently hired by [E2]FC Bayern[/E2] has his contract due to expire in 2026.
123,[E1]Daejeon Hana[/E1] Citizen have signed a 2-year kit deal with [E2]Puma[/E2].,[PERSON]Daejeon Hana[/PERSON] Citizen have signed a 2-year kit deal with [ORG]Puma[/ORG].,Daejeon Hana,Puma,employedBy,"['PERSON', 'ORG']",Admin.txt,2,[E1]Daejeon Hana[/E1] Citizen have signed a 2-year kit deal with [E2]Puma[/E2].,[E2]Puma[/E2] employed [E1]Daejeon Hana[/E1].,[E2]Puma[/E2] employed [E1]Daejeon Hana[/E1].
