sentences,sentences_labels,Subject,Object,relations,labels,filename,relations_id,cleaned_text,Combinations,Combination_spin_text
[E1]Mohamed Ihattarenâs[/E1] contract at [E2]Slavia Prague[/E2] will be valid until 2024 as he signs on free transfer.,[PER]Mohamed Ihattarenâs[/PER] contract at [ORG]Slavia Prague[/ORG] will be valid until 2024 as he signs on free transfer.,Mohamed Ihattarenâs,Slavia Prague,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Mohamed Ihattarenâs[/E1] contract at [E2]Slavia Prague[/E2] will be valid until 2024 as he signs on free transfer.,[E1]Mohamed Ihattarenâs[/E1] contract at [E2]Slavia Prague[/E2] will be valid until 2024 as he signs on free transfer.,[E1]Mohamed Ihattarenâs[/E1] contract at [E2]Slavia Prague[/E2] will be valid until 2024 as he signs on free transfer.
[E1]Mohamed Ihattarenâs[/E1] contract at [E2]Slavia Prague[/E2] will be valid until 2024 as he signs on free transfer.,[PER]Mohamed Ihattarenâs[/PER] contract at [ORG]Slavia Prague[/ORG] will be valid until 2024 as he signs on free transfer.,Mohamed Ihattarenâs,Slavia Prague,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Mohamed Ihattarenâs[/E1] contract at [E2]Slavia Prague[/E2] will be valid until 2024 as he signs on free transfer.,[E1]Mohamed Ihattarenâs[/E1] contract at [E2]Slavia Prague[/E2] will be valid until 2024 as he signs on free transfer.,[E1]Mohamed Ihattarenâs[/E1] contract at [E2]Slavia Prague[/E2] will constitute valid until 2024 as He signs on free transportation .
[E1]Mohamed Ihattarenâs[/E1] contract at [E2]Slavia Prague[/E2] will be valid until 2024 as he signs on free transfer.,[PER]Mohamed Ihattarenâs[/PER] contract at [ORG]Slavia Prague[/ORG] will be valid until 2024 as he signs on free transfer.,Mohamed Ihattarenâs,Slavia Prague,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Mohamed Ihattarenâs[/E1] contract at [E2]Slavia Prague[/E2] will be valid until 2024 as he signs on free transfer.,[E2]Slavia Prague[/E2] employed [E1]Mohamed Ihattarenâs[/E1] will be valid until 2024 as he signs on free transfer.,[E2]Slavia Prague[/E2] employed [E1]Mohamed Ihattarenâs[/E1] will be valid until 2024 as he signs on free transfer.
[E1]Mohamed Ihattarenâs[/E1] contract at [E2]Slavia Prague[/E2] will be valid until 2024 as he signs on free transfer.,[PER]Mohamed Ihattarenâs[/PER] contract at [ORG]Slavia Prague[/ORG] will be valid until 2024 as he signs on free transfer.,Mohamed Ihattarenâs,Slavia Prague,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Mohamed Ihattarenâs[/E1] contract at [E2]Slavia Prague[/E2] will be valid until 2024 as he signs on free transfer.,[E2]Slavia Prague[/E2] employed [E1]Mohamed Ihattarenâs[/E1] will be valid until 2024 as he signs on free transfer.,[E2]Slavia Prague[/E2] use [E1]Mohamed Ihattarenâs[/E1] will be valid until 2024 A atomic_number_2 sign on barren transfer .
2006 born Serbian talent [E1]Matija PopoviÄ[/E1] has signed with [E2]AC Milan[/E2].,2006 born Serbian talent [PER]Matija PopoviÄ[/PER] has signed with [ORG]AC Milan[/ORG].,Matija PopoviÄ,AC Milan,employedBy,"['PER', 'ORG']",Admin.txt,2,2006 born Serbian talent [E1]Matija PopoviÄ[/E1] has signed with [E2]AC Milan[/E2].,2006 born Serbian talent [E1]Matija PopoviÄ[/E1] has signed with [E2]AC Milan[/E2].,2006 born Serbian talent [E1]Matija PopoviÄ[/E1] has signed with [E2]AC Milan[/E2].
2006 born Serbian talent [E1]Matija PopoviÄ[/E1] has signed with [E2]AC Milan[/E2].,2006 born Serbian talent [PER]Matija PopoviÄ[/PER] has signed with [ORG]AC Milan[/ORG].,Matija PopoviÄ,AC Milan,employedBy,"['PER', 'ORG']",Admin.txt,2,2006 born Serbian talent [E1]Matija PopoviÄ[/E1] has signed with [E2]AC Milan[/E2].,2006 born Serbian talent [E1]Matija PopoviÄ[/E1] has signed with [E2]AC Milan[/E2].,2006 bear Serbian talent [E1]Matija PopoviÄ[/E1] has signed with [E2]AC Milan[/E2] .
2006 born Serbian talent [E1]Matija PopoviÄ[/E1] has signed with [E2]AC Milan[/E2].,2006 born Serbian talent [PER]Matija PopoviÄ[/PER] has signed with [ORG]AC Milan[/ORG].,Matija PopoviÄ,AC Milan,employedBy,"['PER', 'ORG']",Admin.txt,2,2006 born Serbian talent [E1]Matija PopoviÄ[/E1] has signed with [E2]AC Milan[/E2].,2006 born Serbian talent [E2]AC Milan[/E2] employed [E1]Matija PopoviÄ[/E1].,2006 born Serbian talent [E2]AC Milan[/E2] employed [E1]Matija PopoviÄ[/E1].
2006 born Serbian talent [E1]Matija PopoviÄ[/E1] has signed with [E2]AC Milan[/E2].,2006 born Serbian talent [PER]Matija PopoviÄ[/PER] has signed with [ORG]AC Milan[/ORG].,Matija PopoviÄ,AC Milan,employedBy,"['PER', 'ORG']",Admin.txt,2,2006 born Serbian talent [E1]Matija PopoviÄ[/E1] has signed with [E2]AC Milan[/E2].,2006 born Serbian talent [E2]AC Milan[/E2] employed [E1]Matija PopoviÄ[/E1].,2006 hold Serb endowment [E2]AC Milan[/E2] employed [E1]Matija PopoviÄ[/E1] .
[E1]Jude Bellingham [/E1]with remain employed by [E2]Real Madrid[/E2] till 2029.,[PER]Jude Bellingham [/PER]with remain employed by [ORG]Real Madrid[/ORG] till 2029.,Jude Bellingham ,Real Madrid,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Jude Bellingham [/E1]with remain employed by [E2]Real Madrid[/E2] till 2029.,[E1]Jude Bellingham [/E1]with remain employed by [E2]Real Madrid[/E2] till 2029.,[E1]Jude Bellingham [/E1]with remain employed by [E2]Real Madrid[/E2] till 2029.
[E1]Jude Bellingham [/E1]with remain employed by [E2]Real Madrid[/E2] till 2029.,[PER]Jude Bellingham [/PER]with remain employed by [ORG]Real Madrid[/ORG] till 2029.,Jude Bellingham ,Real Madrid,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Jude Bellingham [/E1]with remain employed by [E2]Real Madrid[/E2] till 2029.,[E1]Jude Bellingham [/E1]with remain employed by [E2]Real Madrid[/E2] till 2029.,[E1]Jude Bellingham [/E1]with remain employed away [E2]Real Madrid[/E2] public_treasury 2029 .
[E1]Jude Bellingham [/E1]with remain employed by [E2]Real Madrid[/E2] till 2029.,[PER]Jude Bellingham [/PER]with remain employed by [ORG]Real Madrid[/ORG] till 2029.,Jude Bellingham ,Real Madrid,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Jude Bellingham [/E1]with remain employed by [E2]Real Madrid[/E2] till 2029.,[E2]Real Madrid[/E2] employed [E1]Jude Bellingham [/E1] till 2029.,[E2]Real Madrid[/E2] employed [E1]Jude Bellingham [/E1] till 2029.
[E1]Jude Bellingham [/E1]with remain employed by [E2]Real Madrid[/E2] till 2029.,[PER]Jude Bellingham [/PER]with remain employed by [ORG]Real Madrid[/ORG] till 2029.,Jude Bellingham ,Real Madrid,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Jude Bellingham [/E1]with remain employed by [E2]Real Madrid[/E2] till 2029.,[E2]Real Madrid[/E2] employed [E1]Jude Bellingham [/E1] till 2029.,[E2]Real Madrid[/E2] employ [E1]Jude Bellingham [/E1] till 2029 .
[E1]Florian Witrz[/E1] will obey his contract with [E2]Bayer Leverkusen[/E2] for a foreseeable future.,[PER]Florian Witrz[/PER] will obey his contract with [ORG]Bayer Leverkusen[/ORG] for a foreseeable future.,Florian Witrz,Bayer Leverkusen,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Florian Witrz[/E1] will obey his contract with [E2]Bayer Leverkusen[/E2] for a foreseeable future.,[E1]Florian Witrz[/E1] will obey his contract with [E2]Bayer Leverkusen[/E2] for a foreseeable future.,[E1]Florian Witrz[/E1] will obey his contract with [E2]Bayer Leverkusen[/E2] for a foreseeable future.
[E1]Florian Witrz[/E1] will obey his contract with [E2]Bayer Leverkusen[/E2] for a foreseeable future.,[PER]Florian Witrz[/PER] will obey his contract with [ORG]Bayer Leverkusen[/ORG] for a foreseeable future.,Florian Witrz,Bayer Leverkusen,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Florian Witrz[/E1] will obey his contract with [E2]Bayer Leverkusen[/E2] for a foreseeable future.,[E1]Florian Witrz[/E1] will obey his contract with [E2]Bayer Leverkusen[/E2] for a foreseeable future.,[E1]Florian Witrz[/E1] will obey his contract with [E2]Bayer Leverkusen[/E2] for a foreseeable time_to_come .
[E1]Florian Witrz[/E1] will obey his contract with [E2]Bayer Leverkusen[/E2] for a foreseeable future.,[PER]Florian Witrz[/PER] will obey his contract with [ORG]Bayer Leverkusen[/ORG] for a foreseeable future.,Florian Witrz,Bayer Leverkusen,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Florian Witrz[/E1] will obey his contract with [E2]Bayer Leverkusen[/E2] for a foreseeable future.,[E2]Bayer Leverkusen[/E2] employed [E1]Florian Witrz[/E1] for a foreseeable future.,[E2]Bayer Leverkusen[/E2] employed [E1]Florian Witrz[/E1] for a foreseeable future.
[E1]Ben White[/E1] employed by [E2]Arsenal[/E2] is in new contract extension talks.,[PER]Ben White[/PER] employed by [ORG]Arsenal[/ORG] is in new contract extension talks.,Ben White,Arsenal,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Ben White[/E1] employed by [E2]Arsenal[/E2] is in new contract extension talks.,[E1]Ben White[/E1] employed by [E2]Arsenal[/E2] is in new contract extension talks.,[E1]Ben White[/E1] employed by [E2]Arsenal[/E2] is in new contract extension talks.
[E1]Ben White[/E1] employed by [E2]Arsenal[/E2] is in new contract extension talks.,[PER]Ben White[/PER] employed by [ORG]Arsenal[/ORG] is in new contract extension talks.,Ben White,Arsenal,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Ben White[/E1] employed by [E2]Arsenal[/E2] is in new contract extension talks.,[E1]Ben White[/E1] employed by [E2]Arsenal[/E2] is in new contract extension talks.,[E1]Ben White[/E1] employed aside [E2]Arsenal[/E2] embody in new press extension talks .
[E1]Ben White[/E1] employed by [E2]Arsenal[/E2] is in new contract extension talks.,[PER]Ben White[/PER] employed by [ORG]Arsenal[/ORG] is in new contract extension talks.,Ben White,Arsenal,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Ben White[/E1] employed by [E2]Arsenal[/E2] is in new contract extension talks.,[E2]Arsenal[/E2] employed [E1]Ben White[/E1] is in new contract extension talks.,[E2]Arsenal[/E2] employed [E1]Ben White[/E1] is in new contract extension talks.
[E1]Ben White[/E1] employed by [E2]Arsenal[/E2] is in new contract extension talks.,[PER]Ben White[/PER] employed by [ORG]Arsenal[/ORG] is in new contract extension talks.,Ben White,Arsenal,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Ben White[/E1] employed by [E2]Arsenal[/E2] is in new contract extension talks.,[E2]Arsenal[/E2] employed [E1]Ben White[/E1] is in new contract extension talks.,[E2]Arsenal[/E2] employed [E1]Ben White[/E1] is in fresh contract extension talks .
[E1]Jude Bellingham[/E1] who playes for [E2]Madrid[/E2] is back to prepare the next games.,[PER]Jude Bellingham[/PER] who playes for [ORG]Madrid[/ORG] is back to prepare the next games.,Jude Bellingham,Madrid,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Jude Bellingham[/E1] who playes for [E2]Madrid[/E2] is back to prepare the next games.,[E1]Jude Bellingham[/E1] who playes for [E2]Madrid[/E2] is back to prepare the next games.,[E1]Jude Bellingham[/E1] who playes for [E2]Madrid[/E2] is back to prepare the next games.
[E1]Jude Bellingham[/E1] who playes for [E2]Madrid[/E2] is back to prepare the next games.,[PER]Jude Bellingham[/PER] who playes for [ORG]Madrid[/ORG] is back to prepare the next games.,Jude Bellingham,Madrid,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Jude Bellingham[/E1] who playes for [E2]Madrid[/E2] is back to prepare the next games.,[E1]Jude Bellingham[/E1] who playes for [E2]Madrid[/E2] is back to prepare the next games.,[E1]Jude Bellingham[/E1] who make_for for [E2]Madrid[/E2] be back to prepare the next stake .
[E1]Jude Bellingham[/E1] who playes for [E2]Madrid[/E2] is back to prepare the next games.,[PER]Jude Bellingham[/PER] who playes for [ORG]Madrid[/ORG] is back to prepare the next games.,Jude Bellingham,Madrid,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Jude Bellingham[/E1] who playes for [E2]Madrid[/E2] is back to prepare the next games.,[E2]Madrid[/E2] employed [E1]Jude Bellingham[/E1] is back to prepare the next games.,[E2]Madrid[/E2] employed [E1]Jude Bellingham[/E1] is back to prepare the next games.
[E1]Jude Bellingham[/E1] who playes for [E2]Madrid[/E2] is back to prepare the next games.,[PER]Jude Bellingham[/PER] who playes for [ORG]Madrid[/ORG] is back to prepare the next games.,Jude Bellingham,Madrid,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Jude Bellingham[/E1] who playes for [E2]Madrid[/E2] is back to prepare the next games.,[E2]Madrid[/E2] employed [E1]Jude Bellingham[/E1] is back to prepare the next games.,[E2]Madrid[/E2] employ [E1]Jude Bellingham[/E1] is back to prepare the next games .
[E1]Gianluca Prestianni[/E1] has signed a contract with [E2]Benfica[/E2] for 8 million euros.,[PER]Gianluca Prestianni[/PER] has signed a contract with [ORG]Benfica[/ORG] for 8 million euros.,Gianluca Prestianni,Benfica,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Gianluca Prestianni[/E1] has signed a contract with [E2]Benfica[/E2] for 8 million euros.,[E1]Gianluca Prestianni[/E1] has signed a contract with [E2]Benfica[/E2] for 8 million euros.,[E1]Gianluca Prestianni[/E1] has signed a contract with [E2]Benfica[/E2] for 8 million euros.
[E1]Gianluca Prestianni[/E1] has signed a contract with [E2]Benfica[/E2] for 8 million euros.,[PER]Gianluca Prestianni[/PER] has signed a contract with [ORG]Benfica[/ORG] for 8 million euros.,Gianluca Prestianni,Benfica,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Gianluca Prestianni[/E1] has signed a contract with [E2]Benfica[/E2] for 8 million euros.,[E2]Benfica[/E2] employed [E1]Gianluca Prestianni[/E1] for 8 million euros.,[E2]Benfica[/E2] employed [E1]Gianluca Prestianni[/E1] for 8 million euros.
[E1]Gianluca Prestianni[/E1] has signed a contract with [E2]Benfica[/E2] for 8 million euros.,[PER]Gianluca Prestianni[/PER] has signed a contract with [ORG]Benfica[/ORG] for 8 million euros.,Gianluca Prestianni,Benfica,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Gianluca Prestianni[/E1] has signed a contract with [E2]Benfica[/E2] for 8 million euros.,[E2]Benfica[/E2] employed [E1]Gianluca Prestianni[/E1] for 8 million euros.,[E2]Benfica[/E2] use [E1]Gianluca Prestianni[/E1] for octonary zillion euro .
[E1]Carvajal[/E1] employed by [E2]Real Madrid[/E2] has sustained a knock and will be out.,[PER]Carvajal[/PER] employed by [ORG]Real Madrid[/ORG] has sustained a knock and will be out.,Carvajal,Real Madrid,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Carvajal[/E1] employed by [E2]Real Madrid[/E2] has sustained a knock and will be out.,[E1]Carvajal[/E1] employed by [E2]Real Madrid[/E2] has sustained a knock and will be out.,[E1]Carvajal[/E1] employed by [E2]Real Madrid[/E2] has sustained a knock and will be out.
[E1]Carvajal[/E1] employed by [E2]Real Madrid[/E2] has sustained a knock and will be out.,[PER]Carvajal[/PER] employed by [ORG]Real Madrid[/ORG] has sustained a knock and will be out.,Carvajal,Real Madrid,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Carvajal[/E1] employed by [E2]Real Madrid[/E2] has sustained a knock and will be out.,[E1]Carvajal[/E1] employed by [E2]Real Madrid[/E2] has sustained a knock and will be out.,[E1]Carvajal[/E1] employ by [E2]Real Madrid[/E2] has sustained A knock and will be out .
[E1]Carvajal[/E1] employed by [E2]Real Madrid[/E2] has sustained a knock and will be out.,[PER]Carvajal[/PER] employed by [ORG]Real Madrid[/ORG] has sustained a knock and will be out.,Carvajal,Real Madrid,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Carvajal[/E1] employed by [E2]Real Madrid[/E2] has sustained a knock and will be out.,[E2]Real Madrid[/E2] employed [E1]Carvajal[/E1] has sustained a knock and will be out.,[E2]Real Madrid[/E2] employed [E1]Carvajal[/E1] has sustained a knock and will be out.
[E1]Carvajal[/E1] employed by [E2]Real Madrid[/E2] has sustained a knock and will be out.,[PER]Carvajal[/PER] employed by [ORG]Real Madrid[/ORG] has sustained a knock and will be out.,Carvajal,Real Madrid,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Carvajal[/E1] employed by [E2]Real Madrid[/E2] has sustained a knock and will be out.,[E2]Real Madrid[/E2] employed [E1]Carvajal[/E1] has sustained a knock and will be out.,[E2]Real Madrid[/E2] employed [E1]Carvajal[/E1] have sustained A knock and will be come_out .
[E1]Victor Roque[/E1] is set to sign for [E2]FC Barcelona[/E2] and join in 2024.,[PER]Victor Roque[/PER] is set to sign for [ORG]FC Barcelona[/ORG] and join in 2024.,Victor Roque,FC Barcelona,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Victor Roque[/E1] is set to sign for [E2]FC Barcelona[/E2] and join in 2024.,[E1]Victor Roque[/E1] is set to sign for [E2]FC Barcelona[/E2] and join in 2024.,[E1]Victor Roque[/E1] is set to sign for [E2]FC Barcelona[/E2] and join in 2024.
[E1]Victor Roque[/E1] is set to sign for [E2]FC Barcelona[/E2] and join in 2024.,[PER]Victor Roque[/PER] is set to sign for [ORG]FC Barcelona[/ORG] and join in 2024.,Victor Roque,FC Barcelona,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Victor Roque[/E1] is set to sign for [E2]FC Barcelona[/E2] and join in 2024.,[E1]Victor Roque[/E1] is set to sign for [E2]FC Barcelona[/E2] and join in 2024.,[E1]Victor Roque[/E1] be set to sign for [E2]FC Barcelona[/E2] and join in 2024 .
[E1]Victor Roque[/E1] is set to sign for [E2]FC Barcelona[/E2] and join in 2024.,[PER]Victor Roque[/PER] is set to sign for [ORG]FC Barcelona[/ORG] and join in 2024.,Victor Roque,FC Barcelona,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Victor Roque[/E1] is set to sign for [E2]FC Barcelona[/E2] and join in 2024.,[E2]FC Barcelona[/E2] employed [E1]Victor Roque[/E1] and join in 2024.,[E2]FC Barcelona[/E2] employed [E1]Victor Roque[/E1] and join in 2024.
[E1]Victor Roque[/E1] is set to sign for [E2]FC Barcelona[/E2] and join in 2024.,[PER]Victor Roque[/PER] is set to sign for [ORG]FC Barcelona[/ORG] and join in 2024.,Victor Roque,FC Barcelona,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Victor Roque[/E1] is set to sign for [E2]FC Barcelona[/E2] and join in 2024.,[E2]FC Barcelona[/E2] employed [E1]Victor Roque[/E1] and join in 2024.,[E2]FC Barcelona[/E2] apply [E1]Victor Roque[/E1] and join in 2024 .
[E1]Angel's[/E1] contract with [E2]Benfica[/E2] is set to expire in Jun 2024.,[PER]Angel's[/PER] contract with [ORG]Benfica[/ORG] is set to expire in Jun 2024.,Angel's,Benfica,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Angel's[/E1] contract with [E2]Benfica[/E2] is set to expire in Jun 2024.,[E1]Angel's[/E1] contract with [E2]Benfica[/E2] is set to expire in Jun 2024.,[E1]Angel's[/E1] contract with [E2]Benfica[/E2] is set to expire in Jun 2024.
[E1]Angel's[/E1] contract with [E2]Benfica[/E2] is set to expire in Jun 2024.,[PER]Angel's[/PER] contract with [ORG]Benfica[/ORG] is set to expire in Jun 2024.,Angel's,Benfica,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Angel's[/E1] contract with [E2]Benfica[/E2] is set to expire in Jun 2024.,[E1]Angel's[/E1] contract with [E2]Benfica[/E2] is set to expire in Jun 2024.,[E1]Angel's[/E1] contract with [E2]Benfica[/E2] be set to pass atomic_number_49 Jun 2024 .
[E1]Angel's[/E1] contract with [E2]Benfica[/E2] is set to expire in Jun 2024.,[PER]Angel's[/PER] contract with [ORG]Benfica[/ORG] is set to expire in Jun 2024.,Angel's,Benfica,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Angel's[/E1] contract with [E2]Benfica[/E2] is set to expire in Jun 2024.,[E2]Benfica[/E2] employed [E1]Angel's[/E1] is set to expire in Jun 2024.,[E2]Benfica[/E2] employed [E1]Angel's[/E1] is set to expire in Jun 2024.
[E1]Angel's[/E1] contract with [E2]Benfica[/E2] is set to expire in Jun 2024.,[PER]Angel's[/PER] contract with [ORG]Benfica[/ORG] is set to expire in Jun 2024.,Angel's,Benfica,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Angel's[/E1] contract with [E2]Benfica[/E2] is set to expire in Jun 2024.,[E2]Benfica[/E2] employed [E1]Angel's[/E1] is set to expire in Jun 2024.,[E2]Benfica[/E2] employ [E1]Angel's[/E1] is typeset to expire Hoosier_State Jun 2024 .
"[E1]Mike Maignan[/E1], the [E2]AC Milan [/E2]player is the only goalkeeper in Europe'to provide an assist in each of the last three seasons.","[PER]Mike Maignan[/PER], the [ORG]AC Milan [/ORG]player is the only goalkeeper in Europe'to provide an assist in each of the last three seasons.",Mike Maignan,AC Milan ,employedBy,"['PER', 'ORG']",Admin.txt,2,"[E1]Mike Maignan[/E1], the [E2]AC Milan [/E2]player is the only goalkeeper in Europe'to provide an assist in each of the last three seasons.","[E1]Mike Maignan[/E1], the [E2]AC Milan [/E2]player is the only goalkeeper in Europe'to provide an assist in each of the last three seasons.","[E1]Mike Maignan[/E1], the [E2]AC Milan [/E2]player is the only goalkeeper in Europe'to provide an assist in each of the last three seasons."
